-181.489, 51.776, 4.379, 10.807
-181.489, 51.629, 4.393, 10.840
-181.489, 51.483, 4.408, 10.873
-181.489, 51.335, 4.422, 10.906
-181.489, 51.188, 4.437, 10.939
-181.489, 51.039, 4.451, 10.972
-181.489, 50.891, 4.466, 11.005
-181.490, 50.741, 4.481, 11.038
-181.490, 50.592, 4.496, 11.071
-181.490, 50.441, 4.511, 11.104
-181.490, 50.291, 4.525, 11.137
-181.490, 50.139, 4.540, 11.170
-181.490, 49.988, 4.556, 11.203
-181.490, 49.835, 4.571, 11.236
-181.490, 49.683, 4.586, 11.269
-181.490, 49.529, 4.601, 11.302
-181.490, 49.376, 4.617, 11.335
-181.490, 49.221, 4.632, 11.368
-181.490, 49.067, 4.647, 11.401
-181.490, 48.911, 4.663, 11.434
-181.491, 48.755, 4.678, 11.467
-181.491, 48.599, 4.694, 11.500
-181.491, 48.442, 4.710, 11.533
-181.491, 48.285, 4.726, 11.566
-181.491, 48.127, 4.741, 11.599
-181.491, 47.969, 4.757, 11.632
-181.491, 47.810, 4.773, 11.665
-181.491, 47.650, 4.789, 11.698
-181.491, 47.490, 4.805, 11.731
-181.491, 47.329, 4.822, 11.764
-181.491, 47.168, 4.838, 11.797
-181.491, 47.007, 4.854, 11.830
-181.491, 46.844, 4.870, 11.863
-181.491, 46.682, 4.887, 11.896
-181.491, 46.518, 4.903, 11.929
-181.491, 46.354, 4.920, 11.962
-181.491, 46.190, 4.936, 11.995
-181.491, 46.025, 4.953, 12.028
-181.491, 45.860, 4.970, 12.061
-181.491, 45.693, 4.986, 12.094
-181.491, 45.527, 5.003, 12.127
-181.491, 45.360, 5.020, 12.160
-181.492, 45.192, 5.037, 12.193
-181.492, 45.024, 5.054, 12.226
-181.492, 44.855, 5.071, 12.259
-181.492, 44.685, 5.088, 12.292
-181.492, 44.515, 5.104, 12.325
-181.492, 44.345, 5.115, 12.358
-181.492, 44.174, 5.114, 12.391
-181.492, 44.004, 5.100, 12.424
-181.492, 43.835, 5.087, 12.457
-181.492, 43.666, 5.080, 12.490
-181.492, 43.496, 5.079, 12.523
-181.492, 43.327, 5.082, 12.556
-181.492, 43.158, 5.089, 12.589
-181.492, 42.988, 5.101, 12.622
-181.492, 42.817, 5.115, 12.655
-181.492, 42.646, 5.133, 12.688
-181.492, 42.475, 5.153, 12.721
-181.492, 42.302, 5.175, 12.754
-181.492, 42.129, 5.198, 12.787
-181.492, 41.955, 5.223, 12.820
-181.492, 41.780, 5.249, 12.853
-181.492, 41.604, 5.276, 12.886
-181.492, 41.428, 5.303, 12.919
-181.491, 41.250, 5.331, 12.952
-181.491, 41.072, 5.358, 12.985
-181.491, 40.892, 5.386, 13.018
-181.491, 40.712, 5.414, 13.051
-181.491, 40.531, 5.441, 13.084
-181.491, 40.348, 5.468, 13.117
-181.491, 40.165, 5.495, 13.150
-181.491, 39.982, 5.522, 13.183
-181.491, 39.797, 5.549, 13.216
-181.491, 39.611, 5.575, 13.249
-181.491, 39.425, 5.600, 13.282
-181.491, 39.237, 5.626, 13.315
-181.491, 39.049, 5.651, 13.348
-181.491, 38.860, 5.675, 13.381
-181.491, 38.670, 5.700, 13.414
-181.491, 38.480, 5.724, 13.447
-181.491, 38.288, 5.747, 13.480
-181.491, 38.096, 5.771, 13.513
-181.491, 37.903, 5.794, 13.546
-181.490, 37.709, 5.817, 13.579
-181.490, 37.515, 5.840, 13.612
-181.490, 37.319, 5.862, 13.645
-181.490, 37.123, 5.885, 13.678
-181.490, 36.927, 5.907, 13.711
-181.490, 36.729, 5.929, 13.744
-181.490, 36.531, 5.951, 13.777
-181.490, 36.332, 5.973, 13.810
-181.490, 36.132, 5.995, 13.843
-181.490, 35.932, 6.016, 13.876
-181.490, 35.731, 6.038, 13.909
-181.489, 35.529, 6.060, 13.942
-181.489, 35.326, 6.081, 13.975
-181.489, 35.123, 6.103, 14.008
-181.489, 34.919, 6.124, 14.041
-181.489, 34.714, 6.145, 14.074
-181.489, 34.509, 6.166, 14.107
-181.489, 34.303, 6.187, 14.140
-181.489, 34.096, 6.208, 14.173
-181.488, 33.888, 6.229, 14.206
-181.488, 33.680, 6.249, 14.239
-181.488, 33.471, 6.270, 14.272
-181.488, 33.262, 6.290, 14.305
-181.488, 33.052, 6.311, 14.338
-181.488, 32.841, 6.331, 14.371
-181.487, 32.629, 6.351, 14.404
-181.487, 32.417, 6.371, 14.437
-181.487, 32.204, 6.391, 14.470
-181.487, 31.990, 6.411, 14.503
-181.487, 31.776, 6.431, 14.536
